"0111011022",77737322,79000000,79500000,79500000,79500000,79500000
"0211011022",26431453,26800000,27000000,27000000,27000000,27000000
"0311011011",1881720,2400000,2400000,2400000,2400000,2400000
"0311011016",16770409,17300000,17400000,17400000,17400000,17400000
"0311011018",198346714,193700000,202400000,205300000,205300000,205300000
"0311011022",150169227,130200000,143900000,141500000,141200000,141200000
"0311011026",713,0,0,0,0,0
"0311011044",550978,600000,400000,0,0,0
"0311011046",330000,0,0,0,0,0
"0311011051",0,33100000,10100000,10100000,10100000,10100000
"0311013022",11150846,16900000,16300000,16300000,16300000,16300000
"0311014022",4574074,6300000,7000000,6700000,6700000,6700000
"0311014041",7792920,9500000,9300000,9300000,9300000,9300000
"0311031022",4529692,4500000,4000000,4000000,4000000,4000000
"0311031044",126432344,127300000,126500000,126500000,126500000,126500000
"0311032022",12073992,12200000,11400000,11400000,11400000,11400000
"0311033046",121170762,122500000,122100000,122100000,122100000,122100000
"0311051022",6516576,0,0,0,0,0
"0311061016",982178,1500000,1500000,1500000,1500000,1500000
"0311061022",1236005,500000,400000,400000,400000,400000
"0311061051",0,1400000,1800000,1800000,1800000,1800000
"0321011011",808843,900000,900000,900000,900000,900000
"0321011016",5215819,5400000,5600000,5600000,5600000,5600000
"0321011018",51016876,52200000,53800000,53800000,53800000,53800000
"0321011022",7911953,8400000,9600000,9300000,9300000,9300000
"0321011026",2288,0,0,0,0,0
"0331011011",10423,0,0,0,0,0
"0331011018",2350161,2400000,2400000,2400000,2400000,2400000
"0331011022",850754,1000000,1000000,1000000,1000000,1000000
"0331011044",1832692,1800000,1800000,1800000,1800000,1800000
"0331111001",1659946,4100000,4100000,0,0,0
"0331111002",64787,2100000,2100000,2100000,2100000,2100000
"0331111004",1000593,0,0,0,0,0
"0331111008",0,7500000,7500000,7500000,7500000,7500000
"0331111009",174935,2100000,2100000,2100000,2100000,2100000
"0331111011",3863722,0,0,0,0,0
"0331111016",15130895,16400000,16000000,16000000,16000000,16000000
"0331111018",155340523,155100000,154600000,154600000,154600000,154600000
"0331111020",1093082,2100000,2100000,2100000,2100000,2100000
"0331111022",31272760,30400000,30600000,30600000,30600000,30600000
"0331111026",56066,200000,200000,200000,200000,200000
"0331111070",0,3400000,3400000,0,0,0
"0331111074",-3470393,0,0,0,0,0
"0331111078",0,21800000,25300000,0,0,0
"0331119011",0,4000000,4000000,4000000,4000000,4000000
"0331119018",0,3000000,3000000,3000000,3000000,3000000
"0331119022",0,1000000,1000000,1000000,1000000,1000000
"0341011044",53829054,53700000,53500000,53500000,53500000,53500000
"0341013034",2971783,2700000,2700000,2700000,2700000,2700000
"0341013044",18248295,18300000,18200000,18200000,18200000,18200000
"0341014034",1658031,1500000,1500000,1500000,1500000,1500000
