"000000009781";"Lønanvis.kapitalpens. nettoløn"
"000000009782";"Indkomstskat, dansk"
"000000009783";"Indkomstskat, grønlandsk"
"000000009784";"Arbejdsmarkedsbidrag"
"000000009785";"SP-bidrag"
"000000009786";"ATP-bidrag"
"000000009787";"Offentlige restancer"
"000000009788";"Feriefond / feriekonto"
"000000009789";"Øvrige indeholdelser"
"000000009791";"Pensionsanvisning (SP-system)"
"000000009792";"Indkomstskat, dansk (SP-system)"
"000000009793";"SP-bidrag v/bruttoskat"
"000000009794";"Øvrige indeholdelser (SP-system)"
"000000009798";"Ænd.kortfr.gæld kreditor ØS"
"000000009800";"Systemtekniske mellemregnings- og afstemningskonti"
"000000009870";"SLS-konto til SE-nr-afstemning"
"000000009871";"Uanbringelig ml.regningsbeløb"
"000000009873";"Afstem.diff., SKS fejlkonto"
"000000009875";"Afstemningsdifferencer, LØS"
"000000009877";"Afstemningsdiff. NYTKOKO"
"000000009879";"Årsafslutningsdifferencer"
"000000009881";"Aut. mellemregning SLS ØS"
"000000009884";"Aut. mellemregning SLS Forsvar"
"000000009885";"Aut. mellemregning SLS POL"
"000000009887";"Aut. mellemregning SP ØS"
"000000009891";"Afstemningsdiff. SLS ØS"
"000000009892";"Mellemværende med SP ØS"
"000000009893";"Afstemningsdifferencer, NAVIØS"
"000000009911";"Aktiver styret for legater"
"000000009912";"Passiver styret for legater"
"000000009916";"Afgivne garantier"
"000000009917";"Disponerede garantier"
"000000009921";"Afgivne tilsagn"
"000000009922";"Disponerede tilsagn"
"000000009926";"Forvaltning af aktiver ej stat"
"000000009927";"Øvrige særlige aktivposter"
"000000009928";"Andre passiver, ikke statslige"
"000000009929";"Øvrige særlige passivposter"
"000000009930";"Udb.aconto til kommuner"
"000000009931";"Udb.aconto selvejende, private"
"000000009932";"Sikkerhedsstillelse, pengeins."
"000000009933";"Udgiftsførte aconto kommuner"
"000000009934";"Udgiftsførte aconto selvej. pr"
"000000009935";"Modtagne garantier, pengeinst."
"000000009941";"Opsparet lønsum"
"000000009942";"Modkonto til opsparet lønsum"
"000000009978";"Regn.tekn.konti, fonde ØS"
"000000009980";"Regn.tekn.konti ØS"
