"0111011022",78414409,79500000,81200000,81200000,81200000,81200000
"0211011022",26661883,27000000,27600000,27600000,27600000,27600000
"0311011011",3734508,2400000,2400000,2400000,2400000,2400000
"0311011016",16350016,17400000,17500000,17500000,17500000,17500000
"0311011018",201125515,202400000,211000000,210700000,210700000,210700000
"0311011021",16996,0,0,0,0,0
"0311011022",150315147,143900000,135000000,139000000,139000000,139200000
"0311011026",6126,0,0,0,0,0
"0311011044",553385,400000,0,0,0,0
"0311011046",-70674,0,0,0,0,0
"0311011051",0,10100000,10200000,10200000,10200000,10200000
"0311013022",6124681,16300000,16400000,16600000,16600000,16600000
"0311014022",4928944,7000000,7200000,7000000,7000000,7000000
"0311014041",8085999,9300000,0,0,0,0
"0311014044",0,0,9400000,9400000,9400000,9400000
"0311031022",4024115,4000000,3800000,3800000,3800000,3800000
"0311031044",143870610,126500000,128200000,128200000,128200000,128200000
"0311032022",11958121,11400000,11500000,11500000,11500000,11500000
"0311033046",134454805,122100000,128300000,128300000,128300000,128300000
"0311041022",529920,0,0,0,0,0
"0311051016",284999,0,0,0,0,0
"0311051022",37168426,0,0,0,0,0
"0311051051",33500000,0,0,0,0,0
"0311061016",987913,1500000,1600000,1600000,1600000,1600000
"0311061022",1232914,400000,500000,500000,500000,500000
"0311061051",0,1800000,1700000,1700000,1700000,1700000
"0321011011",930451,900000,0,0,0,0
"0321011016",5316476,5600000,5600000,5600000,5600000,5600000
"0321011018",51501712,53800000,64600000,64600000,64600000,64400000
"0321011022",8023579,9600000,12400000,11800000,11800000,11800000
"0321011026",92,0,0,0,0,0
"0321019711",245847,0,4700000,1600000,900000,900000
"0321019718",195485,0,1900000,900000,600000,600000
"0321019722",50362,0,2800000,700000,300000,300000
"0331011011",5561,0,0,0,0,0
"0331011018",2382887,2400000,2400000,2400000,2400000,2400000
"0331011022",831253,1000000,1000000,1000000,1000000,1000000
"0331011044",1796622,1800000,1800000,1800000,1800000,1800000
"0331111001",549204,4100000,4100000,0,0,0
"0331111002",575866,2100000,2100000,2100000,2100000,2100000
"0331111004",380652,0,0,0,0,0
"0331111008",0,7500000,7500000,7500000,7500000,7500000
"0331111009",0,2100000,2100000,2100000,2100000,2100000
"0331111016",14712338,16000000,15700000,13400000,13100000,12800000
"0331111018",153980278,154600000,169200000,169200000,169200000,168400000
"0331111020",380652,2100000,2100000,2100000,2100000,2100000
"0331111022",24449865,30600000,28500000,28500000,28500000,30200000
"0331111026",18038,200000,200000,200000,200000,200000
"0331111043",473062,0,1500000,1500000,1500000,600000
"0331111070",0,3400000,3400000,0,0,0
"0331111074",-8085762,0,0,0,0,0
"0331111078",0,25300000,31900000,0,0,0
"0331119011",4288021,4000000,4800000,4800000,4800000,4800000
"0331119018",4369987,3000000,3600000,3600000,3600000,3600000
"0331119022",1385286,1000000,1200000,1200000,1200000,1200000
"0331119074",1467252,0,0,0,0,0
"0341011044",53600348,53500000,54200000,54200000,54200000,54200000
"0341013034",2992108,2700000,2400000,2400000,2400000,2400000
"0341013044",17351863,18200000,19300000,19300000,19300000,19300000
"0341014034",1957572,1500000,1500000,1500000,1500000,1500000
"0341014044",1790902,1900000,2100000,2100000,2100000,2100000
"0341015044",1180296,1100000,1200000,1200000,1200000,1200000
"0341016022",1,0,0,0,0,0
"0341016034",2114110,2200000,2200000,2200000,2200000,2200000
"0341016044",8528336,9000000,9100000,9100000,9100000,9100000
"0511011001",9752873,6600000,7500000,7500000,7500000,7500000
"0511011002",568152,2500000,2300000,2100000,1900000,1900000
"0511011004",-1441534,3000000,2800000,2600000,2400000,2400000
"0511011008",0,16200000,15700000,15700000,15700000,15700000
"0511011009",4440323,0,0,0,0,0
"0511011011",126511,100000,100000,100000,100000,100000
"0511011016",7432739,7700000,7600000,7600000,7600000,7600000
"0511011018",50241397,58500000,59000000,58900000,59000000,58900000
"0511011020",2830691,3000000,2800000,2600000,2400000,2400000
"0511011021",316248,0,0,0,0,0
"0511011022",24807444,26200000,23700000,23600000,23200000,22800000
"0511011025",2,0,0,0,0,0
"0511011026",445701,300000,400000,300000,300000,300000
"0511011043",355155,0,200000,200000,200000,200000
"0511011070",0,1600000,1600000,1600000,1600000,1600000
"0511011074",-329632,2000000,0,0,0,0
"0511011078",0,17000000,17000000,17000000,17000000,17000000
"0511012046",500000,500000,500000,500000,500000,500000
"0512031001",0,500000,1000000,1000000,1000000,1000000
"0512031002",407500,0,0,0,0,0
"0512031004",-238626,100000,200000,200000,200000,200000
"0512031008",0,1500000,2000000,2000000,2000000,2000000
"0512031009",255832,0,0,0,0,0
"0512031011",125100,100000,100000,100000,100000,100000
"0512031016",1674650,1800000,1800000,1800000,1800000,1800000
"0512031018",5394017,5800000,5900000,5900000,5900000,5900000
"0512031020",17205,100000,200000,200000,200000,200000
"0512031022",2721199,2400000,2100000,2100000,2000000,1900000
"0512031026",3082,0,100000,0,0,0
"0512031070",0,200000,200000,200000,200000,200000
"0512031074",-14944,0,0,0,0,0
"0512031078",0,1500000,1500000,1600000,1600000,1600000
"0512511001",122423,900000,1200000,1200000,1200000,1200000
"0512511002",858430,0,0,0,0,0
"0512511004",-1267370,200000,300000,300000,300000,200000
"0512511008",0,2000000,2000000,2000000,2000000,2000000
"0512511009",1361567,0,0,0,0,0
"0512511011",215520,200000,200000,200000,200000,200000
"0512511016",1615666,1400000,1400000,1400000,1400000,1400000
"0512511018",7525816,7400000,7500000,7500000,7500000,7500000
