"0111011022",77196359,72300000,79000000,79000000,79000000,79000000
"0211011022",26231105,24800000,26800000,26800000,26800000,26800000
"0311011011",1643377,1000000,2400000,2400000,2400000,2400000
"0311011016",16592040,16700000,17300000,17300000,17300000,17300000
"0311011018",198447562,190200000,193700000,193400000,193400000,193400000
"0311011022",159134652,129300000,130200000,130700000,130600000,130300000
"0311011026",927,0,0,0,0,0
"0311011044",183104,0,600000,400000,0,0
"0311011051",0,32300000,33100000,33100000,33100000,33100000
"0311013022",10983579,16000000,16900000,16200000,16200000,16200000
"0311014022",5390701,6300000,6300000,6300000,6300000,6300000
"0311014041",8328520,9400000,9500000,9500000,9500000,9500000
"0311031022",4592434,5300000,4500000,4200000,4200000,4200000
"0311031044",139768032,125900000,127300000,127300000,127300000,127300000
"0311032022",12152492,11200000,12200000,12200000,12200000,12200000
"0311033046",119904902,121200000,122500000,122500000,122500000,122500000
"0311061016",932536,1000000,1500000,1500000,1500000,1500000
"0311061022",723022,400000,500000,500000,500000,500000
"0311061051",0,1000000,1400000,1700000,1700000,1700000
"0321011011",764701,900000,900000,900000,900000,900000
"0321011016",5193883,4600000,5400000,5400000,5400000,5400000
"0321011018",51303967,51600000,52200000,52200000,52200000,52200000
"0321011022",7767907,9800000,8400000,9100000,9100000,9100000
"0321011026",128,0,0,0,0,0
"0321011034",0,0,0,0,0,0
"0331011011",5574,0,0,0,0,0
"0331011018",2468106,2400000,2400000,2400000,2400000,2400000
"0331011022",593699,900000,1000000,1000000,1000000,1000000
"0331011044",1832060,1800000,1800000,1800000,1800000,1800000
"0331111001",2330204,4100000,4100000,0,0,0
"0331111002",640006,2100000,2100000,2100000,2100000,2100000
"0331111004",1310263,0,0,0,0,0
"0331111008",0,7500000,7500000,7500000,7500000,7500000
"0331111009",0,2100000,2100000,2100000,2100000,2100000
"0331111011",3665022,3500000,0,0,0,0
"0331111016",15517322,16700000,16400000,15900000,15900000,15900000
"0331111018",159945804,156100000,155100000,155100000,155100000,155100000
"0331111020",1310263,2100000,2100000,2100000,2100000,2100000
"0331111022",23953180,30900000,30400000,30400000,30400000,30400000
"0331111026",101178,200000,200000,200000,200000,200000
"0331111070",0,3400000,3400000,0,0,0
"0331111074",4962727,0,0,0,0,0
"0331111078",0,26800000,21800000,0,0,0
"0331119011",0,0,4000000,4000000,4000000,4000000
"0331119018",0,0,3000000,3000000,3000000,3000000
"0331119022",0,0,1000000,1000000,1000000,1000000
"0341011044",50513700,53100000,53700000,53700000,53700000,53700000
"0341013034",2834439,2900000,2700000,2700000,2700000,2700000
"0341013044",17616027,18100000,18300000,18300000,18300000,18300000
"0341014034",5060346,1300000,1500000,1500000,1500000,1500000
"0341014044",1248090,1100000,1500000,1500000,1500000,1500000
"0341015044",1133890,1100000,1100000,1100000,1100000,1100000
"0341016022",1,0,0,0,0,0
"0341016034",2426889,2300000,2300000,2300000,2300000,2300000
"0341016044",8477027,8900000,9000000,9000000,9000000,9000000
"0511011001",8151935,7900000,9900000,0,0,0
"0511011002",5475335,200000,200000,2000000,200000,200000
"0511011004",1506102,2200000,2800000,3000000,2800000,2500000
"0511011008",0,17700000,17700000,17700000,17700000,17700000
"0511011009",432675,0,0,0,0,0
"0511011011",141428,100000,100000,100000,100000,100000
"0511011016",7489730,7400000,7600000,7600000,7600000,7600000
"0511011018",49612909,54400000,54600000,54300000,54000000,52700000
"0511011020",1938777,2200000,2800000,3000000,2800000,2500000
"0511011021",48031,0,0,0,0,0
"0511011022",28156594,23600000,23700000,23500000,23400000,23500000
"0511011026",406050,300000,400000,300000,200000,100000
"0511011043",500000,300000,0,0,0,0
"0511011070",0,1600000,1600000,1600000,1600000,1600000
"0511011074",-1785396,0,0,0,0,0
"0511011078",0,17500000,16500000,16500000,16500000,16500000
"0511052046",500000,500000,500000,500000,500000,500000
"0512031001",229940,400000,500000,0,0,0
"0512031004",122916,100000,100000,100000,100000,100000
"0512031008",0,1000000,1000000,1000000,1000000,1000000
"0512031011",1130992,100000,100000,100000,100000,100000
"0512031016",2367865,900000,1700000,1700000,1700000,1700000
"0512031018",5534570,6400000,6500000,6500000,6500000,6500000
"0512031020",122916,100000,100000,100000,100000,100000
"0512031021",353,0,0,0,0,0
"0512031022",2452682,3700000,1900000,1800000,1700000,1600000
"0512031025",64,0,0,0,0,0
"0512031026",9295,0,0,0,0,0
"0512031043",0,100000,0,0,0,0
"0512031070",0,200000,200000,200000,200000,200000
"0512031074",255920,0,0,0,0,0
"0512031078",0,1000000,700000,0,0,0
"0512511001",146907,400000,800000,0,0,0
"0512511004",12242,100000,200000,200000,200000,200000
"0512511008",0,1000000,1000000,1000000,1000000,1000000
"0512511011",209383,200000,200000,200000,200000,200000
"0512511016",790979,1200000,1200000,1200000,1200000,1200000
"0512511018",7380533,7500000,7600000,7600000,7600000,7600000
"0512511020",12242,100000,200000,200000,200000,200000
"0512511022",2836989,2000000,1500000,1400000,1300000,1200000
"0512511026",7405,0,0,0,0,0
"0512511043",0,100000,0,0,0,0
"0512511070",0,200000,200000,200000,200000,200000
"0512511074",518767,0,0,0,0,0
"0611011001",1726597380,1899300000,1778800000,0,0,0
"0611011002",59763353,80000000,80000000,80000000,80000000,80000000
"0611011004",-389719357,90000000,93000000,93000000,93000000,93000000
"0611011006",-10339441,20000000,20000000,20000000,20000000,20000000
"0611011008",0,2528600000,2527900000,2527900000,2527900000,2527900000
"0611011009",480463075,25000000,20000000,20000000,20000000,20000000
"0611011011",13045057,300000,900000,800000,800000,800000
"0611011013",-7660,0,0,0,0,0
"0611011016",67477063,68300000,69000000,69000000,69000000,69000000
"0611011018",184258877,123400000,140300000,153300000,148600000,143200000
"0611011019",-376894,0,0,0,0,0
"0611011020",27447337,35900000,36300000,36300000,36300000,36300000
"0611011021",7543741,9900000,10000000,10000000,10000000,10000000
"0611011022",251116218,293300000,282800000,236100000,224200000,213900000
"0611011025",1287579,0,0,0,0,0
"0611011026",24672155,32100000,32100000,32100000,32100000,32100000
"0611011028",1366799,0,0,0,0,0
"0611011029",46202,0,0,0,0,0
"0611011033",68286745,61100000,61900000,61400000,61100000,61100000
"0611011041",0,100000,100000,100000,100000,100000
"0611011043",3839374,15500000,0,0,0,0
"0611011044",2200751,5200000,5300000,5300000,5300000,5300000
"0611011046",0,1200000,1200000,1200000,1200000,1200000
"0611011070",0,32800000,32800000,0,0,0
"0611011074",-89141176,0,0,0,0,0
"0611011075",8100000,0,0,0,0,0
"0611011078",0,163400000,290100000,0,0,0
"0611012001",61260865,0,0,0,0,0
"0611012016",79229982,125200000,126500000,126500000,126500000,126500000
"0611012018",238517741,247900000,248000000,259700000,259700000,259700000
"0611012019",-707840,0,0,0,0,0
"0611012020",24252757,33700000,34000000,34000000,34000000,34000000
"0611012022",305352911,320600000,320400000,335300000,335300000,335300000
"0611012026",46270103,38000000,38000000,38000000,38000000,38000000
"0611012029",122985,0,0,0,0,0
"0611012043",7210679,0,0,0,0,0
"0611012044",3166242,0,0,0,0,0
"0611012046",0,4300000,4300000,4300000,4300000,4300000
"0611012074",-63184437,0,0,0,0,0
"0611013001",30178849,0,0,0,0,0
"0611013011",86075351,87600000,87600000,87600000,87600000,87600000
"0611013016",53831379,56100000,56100000,56100000,56100000,56100000
"0611013018",98387826,119200000,119700000,113900000,109800000,106000000
"0611013019",-202172,0,0,0,0,0
"0611013020",14661657,22800000,22800000,22800000,22800000,22800000
"0611013022",184869814,121600000,120700000,110400000,105600000,101200000
"0611013026",13243295,19400000,19400000,19400000,19400000,19400000
"0611013029",47245,0,0,0,0,0
"0611013043",2059503,0,0,0,0,0
"0611013044",1528204,0,0,0,0,0
"0611013045",0,200000,200000,200000,200000,200000
"0611013046",0,1600000,1600000,1600000,1600000,1600000
"0611013074",27951404,0,0,0,0,0
"0611014001",19760526,0,0,0,0,0
"0611014016",33827524,28600000,28900000,28900000,28900000,28900000
"0611014018",66478021,80500000,81400000,81300000,78300000,75600000
"0611014019",-128773,0,0,0,0,0
"0611014020",20643211,5800000,5900000,5900000,5900000,5900000
"0611014022",122529652,87600000,88300000,87700000,82800000,78000000
"0611014026",8425118,9500000,9500000,9500000,9500000,9500000
